company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
19 Ideas,19ideas.com,https://www.linkedin.com/company/19-ideas,Buffalo,United States,24,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Rising Tide Interactive,risingtideinteractive.com,https://www.linkedin.com/company/rising-tide-interactive,Washington,United States,40,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
The Image Group,theimagegroup.com,https://www.linkedin.com/company/theimagegroup,Holland,United States,99,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Nielsen Admosphere, A.S",nielsen-admosphere.cz,https://www.linkedin.com/company/mediaresearch-a-s-,,Czechia,59,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Design B&b,designbandb.com,https://www.linkedin.com/company/design-b&b,Chicago,United States,33,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Enercom, Inc",enercominc.com,https://www.linkedin.com/company/enercom-inc,Denver,United States,27,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Get Visible Digital Marketing Agency,getvisible.com,https://www.linkedin.com/company/getvisibleinc,Phoenix,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Pop Sells,popsells.com,https://www.linkedin.com/company/pop-sells,Sarasota,United States,263,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Fabric Images, Inc.",fabricimages.com,https://www.linkedin.com/company/fabric-images,Huntersville,United States,58,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Commit Agency,commitagency.com,https://www.linkedin.com/company/commit-agency,Chandler,United States,43,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
PHENYX,phenyx.co,https://www.linkedin.com/company/phenyx,Lafayette,United States,19,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Strtupboost,strtupboost.com,https://www.linkedin.com/company/strtupboost,New York,United States,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Special D Events,specialdevents.com,https://www.linkedin.com/company/special-d-events,Detroit,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Obu Interactive,obuinteractive.com,https://www.linkedin.com/company/obu-interactive,San Diego,United States,20,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Headcase,headcase.ie,https://www.linkedin.com/company/headcasemarketing,Harolds Cross,Ireland,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Monster Lead Group,monsterleadgroup.com,https://www.linkedin.com/company/monster-lead-group,Owings Mills,United States,29,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
